date,product,category,region,units_sold,sales,cost,promo_flag
2021-09-26,Lotion,Personal Care,West,3,85.9,57.82,0
2021-09-26,Facewash,Health,South,6,132.52,83.05,0
2021-09-26,Facewash,Health,South,10,132.72,85.25,0
2021-09-26,Conditioner,Personal Care,East,4,120.29,84.52,0
2021-09-26,Serum,Health,North,1,20.5,12.36,0
2021-09-26,Soap,Health,North,7,161.18,103.28,0
2021-09-26,Conditioner,Health,West,2,46.72,26.5,0
2021-09-26,Conditioner,Beauty,West,9,116.17,91.06,0
2021-09-26,Conditioner,Beauty,North,5,167.09,116.62,0
2021-09-26,Facewash,Personal Care,East,5,192.53,124.74,0
2021-09-26,Serum,Beauty,West,10,385.1,248.0,0
2021-09-26,Facewash,Beauty,South,12,200.25,153.89,0
2021-09-26,Serum,Personal Care,South,7,230.71,139.9,0
2021-09-26,Toothpaste,Personal Care,South,13,147.59,103.87,0
2021-09-26,Toothpaste,Beauty,North,8,263.43,194.64,1
2021-09-26,Facewash,Beauty,East,8,160.3,101.14,0
2021-09-27,Conditioner,Health,East,5,78.54,60.93,1
2021-09-27,Conditioner,Beauty,West,5,94.42,64.54,0
2021-09-27,Lotion,Health,North,11,302.34,241.83,0
2021-09-27,Shampoo,Health,West,3,56.16,33.9,0
2021-09-27,Shampoo,Personal Care,South,7,103.77,78.87,0
2021-09-27,Serum,Health,North,6,217.07,170.18,0
2021-09-27,Serum,Beauty,East,14,172.02,132.5,0
2021-09-27,Soap,Health,South,14,321.37,217.33,0
2021-09-27,Shampoo,Beauty,South,2,52.27,35.52,1
2021-09-27,Toothpaste,Health,West,11,255.47,159.93,0
2021-09-27,Serum,Beauty,East,11,118.35,69.75,0
2021-09-27,Conditioner,Health,East,10,103.19,76.52,0
2021-09-27,Lotion,Health,North,14,164.86,119.65,0
2021-09-27,Serum,Beauty,West,13,182.46,144.48,0
2021-09-27,Shampoo,Health,West,12,119.27,88.07,0
2021-09-27,Shampoo,Beauty,North,9,61.78,44.71,0
2021-09-27,Conditioner,Health,West,10,370.97,261.98,1
2021-09-27,Soap,Personal Care,South,12,142.74,82.5,0
2021-09-27,Soap,Personal Care,South,3,110.95,79.27,0
2021-09-27,Facewash,Beauty,South,6,111.65,79.13,1
2021-09-27,Toothpaste,Beauty,East,10,153.95,99.75,0
2021-09-27,Conditioner,Personal Care,West,11,339.04,216.93,0
2021-09-27,Facewash,Health,North,8,176.1,118.7,1
2021-09-27,Serum,Health,East,14,432.76,286.56,0
2021-09-27,Toothpaste,Personal Care,East,1,34.49,20.72,0
2021-09-27,Soap,Health,East,4,155.31,101.97,0
2021-09-27,Conditioner,Beauty,South,12,246.48,153.9,0
2021-09-27,Soap,Health,North,5,64.02,44.06,1
2021-09-27,Toothpaste,Beauty,West,12,141.83,90.86,0
2021-09-27,Facewash,Beauty,South,10,52.29,32.22,1
2021-09-27,Conditioner,Personal Care,West,4,110.87,76.15,0
2021-09-27,Lotion,Beauty,North,9,158.66,104.71,1
2021-09-27,Facewash,Personal Care,North,11,401.99,311.41,0
2021-09-27,Shampoo,Personal Care,East,11,195.45,150.39,0
2021-09-27,Soap,Health,South,6,147.02,110.6,0
2021-09-27,Soap,Health,North,11,138.51,104.65,0
2021-09-27,Soap,Personal Care,South,4,128.51,82.85,0
2021-09-27,Toothpaste,Beauty,North,3,34.9,19.32,0
2021-09-27,Conditioner,Personal Care,West,8,305.8,225.1,0
2021-09-27,Shampoo,Personal Care,West,11,89.58,69.78,0
2021-09-27,Facewash,Personal Care,South,11,228.41,131.4,1
2021-09-27,Toothpaste,Health,North,6,147.13,100.47,0
2021-09-27,Conditioner,Personal Care,East,8,173.02,110.04,0
2021-09-27,Soap,Beauty,North,13,186.56,132.71,0
2021-09-27,Conditioner,Personal Care,East,7,41.2,28.36,0
2021-09-28,Facewash,Beauty,South,14,496.63,353.16,0
2021-09-28,Shampoo,Personal Care,East,1,38.86,22.75,0
2021-09-28,Conditioner,Personal Care,West,14,477.07,321.39,0
2021-09-28,Lotion,Beauty,West,11,276.79,153.19,0
2021-09-28,Toothpaste,Personal Care,North,8,49.17,33.5,0
2021-09-28,Conditioner,Personal Care,West,10,221.95,153.85,0
2021-09-28,Facewash,Health,West,6,223.86,127.42,0
2021-09-28,Soap,Beauty,North,2,75.92,59.57,0
2021-09-28,Shampoo,Beauty,West,8,230.03,151.12,0
2021-09-28,Facewash,Beauty,North,8,93.64,69.94,0
2021-09-28,Lotion,Beauty,West,5,67.52,45.52,0
2021-09-28,Serum,Health,South,10,348.15,259.57,0
2021-09-28,Serum,Beauty,North,10,226.35,129.2,0
2021-09-28,Facewash,Personal Care,South,3,87.17,59.05,0
2021-09-28,Conditioner,Health,East,4,40.93,24.98,0
2021-09-28,Facewash,Beauty,North,13,210.79,127.93,0
2021-09-28,Shampoo,Beauty,North,14,133.9,84.92,0
2021-09-28,Soap,Personal Care,South,1,24.56,17.6,0
2021-09-28,Shampoo,Beauty,North,1,38.42,25.24,0
2021-09-28,Soap,Health,West,6,43.3,29.01,0
2021-09-28,Shampoo,Health,North,13,246.13,138.51,0
2021-09-28,Conditioner,Beauty,West,2,49.57,30.23,0
2021-09-28,Facewash,Personal Care,West,11,389.52,230.77,0
2021-09-28,Facewash,Beauty,West,8,143.48,112.13,0
2021-09-28,Facewash,Personal Care,North,2,66.5,37.89,0
2021-09-28,Toothpaste,Personal Care,East,4,153.97,104.9,1
2021-09-28,Lotion,Personal Care,East,2,78.46,61.42,0
2021-09-28,Lotion,Health,West,14,158.22,103.48,0
2021-09-28,Facewash,Beauty,West,14,257.5,165.5,0
2021-09-28,Shampoo,Personal Care,North,9,80.64,45.06,0
2021-09-28,Facewash,Health,North,1,5.77,3.86,0
2021-09-28,Facewash,Personal Care,North,8,158.54,125.4,0
2021-09-28,Lotion,Beauty,South,8,291.05,221.51,0
2021-09-28,Facewash,Health,West,10,220.37,169.45,0
2021-09-28,Shampoo,Beauty,South,14,213.98,158.51,0
2021-09-28,Toothpaste,Beauty,West,13,441.11,243.32,0
2021-09-29,Facewash,Beauty,North,5,191.24,138.0,0
2021-09-29,Conditioner,Personal Care,South,4,43.92,33.39,0
2021-09-29,Serum,Beauty,South,11,424.8,338.36,0
2021-09-29,Shampoo,Personal Care,South,5,114.76,71.12,0
2021-09-29,Facewash,Beauty,South,14,179.97,141.24,1
2021-09-29,Serum,Personal Care,West,13,300.15,177.54,0
2021-09-29,Shampoo,Health,West,8,209.58,117.27,0
2021-09-29,Soap,Health,East,7,56.96,36.93,1
2021-09-29,Facewash,Personal Care,South,11,301.11,189.26,0
2021-09-29,Facewash,Beauty,East,4,144.8,112.66,0
2021-09-29,Serum,Beauty,South,1,15.08,11.81,0
2021-09-29,Facewash,Health,South,10,275.33,219.2,0
2021-09-29,Soap,Health,South,11,180.75,112.94,0
2021-09-29,Facewash,Health,North,5,123.69,82.85,0
2021-09-29,Facewash,Beauty,South,14,558.88,444.82,0
2021-09-29,Toothpaste,Beauty,West,3,81.97,52.74,0
2021-09-29,Soap,Beauty,West,13,371.02,228.27,0
2021-09-29,Lotion,Personal Care,West,6,101.08,68.86,0
2021-09-29,Soap,Health,East,3,108.19,80.08,0
2021-09-29,Serum,Personal Care,East,3,87.4,52.5,0
2021-09-29,Conditioner,Personal Care,North,4,144.15,83.78,0
2021-09-29,Lotion,Personal Care,South,14,302.97,217.31,0
2021-09-29,Conditioner,Personal Care,South,8,230.51,169.95,0
2021-09-29,Serum,Health,East,3,68.73,44.16,0
2021-09-29,Serum,Beauty,North,3,67.33,38.01,1
2021-09-29,Conditioner,Personal Care,South,3,49.14,38.49,0
2021-09-29,Shampoo,Health,East,8,259.88,202.64,1
2021-09-29,Lotion,Health,North,1,20.3,15.51,0
2021-09-29,Lotion,Personal Care,North,13,496.87,394.91,0
2021-09-29,Conditioner,Personal Care,East,4,88.02,69.87,0
2021-09-29,Soap,Health,South,1,26.51,16.66,0
2021-09-29,Serum,Health,North,4,43.96,32.72,0
2021-09-29,Serum,Health,West,12,430.97,248.33,0
2021-09-29,Shampoo,Beauty,East,10,135.79,83.85,0
2021-09-29,Lotion,Health,South,10,297.05,231.3,0
2021-09-29,Soap,Beauty,West,8,278.14,212.35,0
2021-09-29,Soap,Beauty,South,14,321.65,198.15,0
2021-09-29,Shampoo,Beauty,North,3,35.37,20.22,1
2021-09-29,Conditioner,Beauty,South,12,334.74,217.29,0
2021-09-29,Facewash,Health,North,4,93.76,65.96,0
2021-09-29,Shampoo,Health,North,2,70.92,54.8,0
2021-09-29,Facewash,Health,West,11,239.02,171.5,1
2021-09-29,Soap,Health,West,8,228.92,183.03,0
2021-09-29,Toothpaste,Beauty,West,11,112.07,76.31,1
2021-09-29,Shampoo,Beauty,East,4,77.01,42.88,0
2021-09-29,Facewash,Personal Care,North,5,65.05,37.58,0
2021-09-29,Shampoo,Health,North,8,242.47,134.09,0
2021-09-29,Facewash,Personal Care,East,11,435.24,318.22,0
2021-09-29,Toothpaste,Beauty,North,7,71.58,51.0,0
2021-09-29,Serum,Health,North,8,247.38,181.62,0
2021-09-29,Serum,Personal Care,East,1,28.8,20.14,0
2021-09-29,Toothpaste,Beauty,East,1,18.1,11.26,0
2021-09-29,Shampoo,Beauty,East,4,40.71,27.18,1
2021-09-29,Lotion,Personal Care,North,3,118.48,66.69,0
2021-09-29,Conditioner,Beauty,South,8,293.16,179.1,0
2021-09-29,Lotion,Health,South,1,37.11,25.89,0
2021-09-29,Shampoo,Beauty,West,11,234.73,184.77,1
2021-09-30,Facewash,Personal Care,South,2,45.08,29.24,0
2021-09-30,Conditioner,Health,North,13,155.22,92.86,0
2021-09-30,Conditioner,Health,West,13,279.76,203.19,0
2021-09-30,Serum,Personal Care,East,6,42.87,23.89,0
2021-09-30,Soap,Beauty,South,11,403.67,322.87,0
2021-09-30,Serum,Personal Care,South,10,332.76,232.94,0
2021-09-30,Conditioner,Health,South,9,280.07,185.79,0
2021-09-30,Facewash,Beauty,North,12,241.89,140.85,0
2021-09-30,Facewash,Beauty,South,14,559.1,385.61,0
2021-09-30,Soap,Health,South,13,129.19,93.42,0
2021-09-30,Facewash,Personal Care,North,2,71.65,50.09,0
2021-09-30,Soap,Beauty,North,4,45.26,26.91,0
2021-09-30,Conditioner,Personal Care,South,7,102.1,62.33,1
2021-09-30,Shampoo,Personal Care,North,13,435.11,336.42,0
2021-09-30,Lotion,Personal Care,West,9,58.74,42.71,0
2021-09-30,Lotion,Beauty,South,10,275.08,214.07,0
2021-09-30,Shampoo,Beauty,East,14,538.04,382.95,0
2021-09-30,Conditioner,Personal Care,South,3,29.51,18.03,0
2021-09-30,Conditioner,Beauty,South,9,296.16,199.19,0
2021-09-30,Lotion,Beauty,West,1,36.78,29.26,0
2021-09-30,Facewash,Beauty,North,2,32.49,25.71,0
2021-09-30,Lotion,Health,East,4,58.89,33.56,0
2021-09-30,Lotion,Health,West,4,45.94,30.48,0
2021-09-30,Toothpaste,Health,North,12,252.75,143.39,0
2021-09-30,Conditioner,Beauty,South,5,144.28,84.21,0
2021-09-30,Serum,Health,North,7,143.67,103.16,0
2021-09-30,Soap,Beauty,North,9,69.99,54.23,0
2021-09-30,Shampoo,Beauty,North,1,38.05,22.33,0
2021-09-30,Conditioner,Personal Care,East,3,95.24,58.59,0
2021-09-30,Lotion,Personal Care,North,7,168.96,99.14,0
2021-09-30,Lotion,Health,North,2,49.05,30.43,1
2021-09-30,Serum,Health,North,1,19.71,11.2,0
2021-09-30,Serum,Personal Care,North,1,9.05,5.23,0
2021-09-30,Shampoo,Personal Care,West,7,113.33,73.3,0
2021-09-30,Soap,Personal Care,East,7,179.29,106.1,0
2021-09-30,Conditioner,Health,East,14,543.51,418.97,0
2021-09-30,Facewash,Health,West,5,109.87,86.45,0
2021-09-30,Toothpaste,Beauty,South,2,39.52,24.63,0
2021-09-30,Shampoo,Health,South,14,253.48,163.81,0
2021-09-30,Facewash,Beauty,South,11,402.05,266.96,1
2021-09-30,Toothpaste,Personal Care,South,10,344.23,260.56,1
2021-09-30,Toothpaste,Beauty,South,1,20.4,15.07,0
2021-09-30,Facewash,Personal Care,West,8,268.0,162.75,0
2021-09-30,Toothpaste,Beauty,West,8,304.07,241.78,1
2021-09-30,Lotion,Personal Care,East,13,163.48,102.89,0
2021-09-30,Facewash,Beauty,North,9,53.81,31.8,1
2021-09-30,Lotion,Health,North,4,52.93,29.43,0
2021-09-30,Conditioner,Personal Care,South,13,187.04,115.58,0
2021-09-30,Serum,Beauty,South,4,30.36,17.04,1
2021-09-30,Serum,Personal Care,North,10,303.27,179.51,0
2021-09-30,Shampoo,Health,South,6,135.31,100.28,0
2021-09-30,Facewash,Personal Care,East,11,207.51,125.77,0
2021-09-30,Serum,Health,West,7,170.67,111.09,0
2021-09-30,Facewash,Health,South,13,440.01,285.45,0
2021-09-30,Serum,Beauty,South,6,116.68,91.43,0
2021-09-30,Conditioner,Personal Care,West,12,155.27,114.13,0
2021-09-30,Shampoo,Personal Care,West,5,117.95,71.39,0
2021-09-30,Serum,Health,North,3,115.98,76.22,0
2021-10-01,Lotion,Beauty,East,12,303.19,223.55,0
2021-10-01,Soap,Beauty,West,11,363.75,254.78,0
2021-10-01,Shampoo,Health,West,13,447.31,272.29,0
2021-10-01,Toothpaste,Beauty,West,14,205.32,130.93,0
2021-10-01,Shampoo,Health,East,14,388.67,280.42,0
2021-10-01,Shampoo,Health,South,13,145.36,106.68,0
2021-10-01,Toothpaste,Personal Care,South,14,312.47,172.78,0
2021-10-01,Toothpaste,Personal Care,North,6,138.85,90.9,0
2021-10-01,Lotion,Beauty,East,7,48.36,37.18,1
2021-10-01,Lotion,Health,South,7,156.47,121.43,0
2021-10-01,Lotion,Health,East,11,383.13,304.02,0
2021-10-01,Facewash,Personal Care,East,3,39.77,26.19,0
2021-10-01,Serum,Health,East,2,38.98,25.52,0
2021-10-01,Conditioner,Health,East,1,32.39,23.96,0
2021-10-01,Toothpaste,Personal Care,West,9,305.49,178.85,0
2021-10-01,Soap,Beauty,North,4,88.79,70.08,1
2021-10-01,Facewash,Beauty,West,1,37.15,26.24,0
2021-10-01,Shampoo,Personal Care,South,6,176.67,111.08,0
2021-10-01,Soap,Beauty,South,9,76.2,48.76,0
2021-10-01,Shampoo,Health,East,13,136.29,95.61,0
2021-10-01,Shampoo,Health,South,3,48.24,37.26,0
2021-10-01,Lotion,Personal Care,East,8,299.74,207.56,0
2021-10-01,Facewash,Personal Care,South,12,350.44,266.65,0
2021-10-01,Lotion,Health,West,10,357.31,282.06,1
2021-10-01,Serum,Personal Care,West,13,353.24,238.65,0
2021-10-01,Toothpaste,Personal Care,North,4,64.84,51.67,0
2021-10-01,Facewash,Beauty,North,4,123.25,74.86,0
2021-10-02,Lotion,Health,East,6,152.74,101.21,0
2021-10-02,Facewash,Health,East,14,129.48,90.1,0
2021-10-02,Soap,Personal Care,East,12,152.19,100.02,1
2021-10-02,Facewash,Beauty,South,11,172.43,136.93,0
2021-10-02,Lotion,Health,West,2,73.01,54.08,0
2021-10-02,Lotion,Personal Care,East,11,81.91,55.33,0
2021-10-02,Serum,Health,South,7,147.22,82.41,0
2021-10-02,Lotion,Personal Care,South,12,233.11,148.42,0
2021-10-02,Lotion,Personal Care,East,5,58.79,42.1,1
2021-10-02,Serum,Personal Care,West,11,374.0,267.54,0
2021-10-02,Soap,Personal Care,North,7,116.04,92.5,0
2021-10-02,Lotion,Personal Care,West,1,38.12,21.08,0
2021-10-02,Conditioner,Personal Care,South,13,393.86,308.72,0
2021-10-02,Facewash,Health,West,3,17.24,10.42,0
2021-10-02,Soap,Personal Care,East,11,419.15,305.02,0
2021-10-02,Conditioner,Personal Care,West,10,303.47,205.75,0
2021-10-02,Soap,Personal Care,West,9,291.5,209.61,1
2021-10-02,Serum,Health,East,4,80.77,59.27,0
2021-10-02,Facewash,Beauty,North,8,234.46,141.72,0
2021-10-02,Toothpaste,Personal Care,East,6,167.81,118.36,0
2021-10-02,Conditioner,Beauty,East,13,428.26,303.41,0
2021-10-02,Shampoo,Personal Care,North,14,139.45,109.62,0
2021-10-02,Conditioner,Health,East,5,166.07,102.29,0
2021-10-02,Facewash,Health,West,5,37.12,25.82,0
2021-10-02,Facewash,Health,South,6,194.88,134.1,0
2021-10-02,Serum,Beauty,North,14,529.48,348.27,0
2021-10-02,Lotion,Personal Care,South,6,155.91,109.2,0
2021-10-02,Serum,Health,North,10,112.72,62.12,0
2021-10-02,Conditioner,Beauty,North,11,153.58,110.82,0
2021-10-02,Lotion,Beauty,West,9,112.24,78.12,0
2021-10-02,Toothpaste,Personal Care,South,8,255.92,180.01,0
2021-10-02,Shampoo,Health,North,7,240.86,161.3,0
2021-10-02,Facewash,Personal Care,North,12,440.85,264.35,0
2021-10-02,Conditioner,Health,West,13,394.1,224.05,1
2021-10-02,Lotion,Personal Care,East,7,132.76,74.66,0
2021-10-02,Shampoo,Health,East,1,27.24,20.77,0
2021-10-02,Shampoo,Beauty,East,9,274.42,181.33,0
2021-10-02,Facewash,Health,East,9,157.73,87.14,0
2021-10-02,Soap,Beauty,South,11,253.19,158.46,0
2021-10-02,Toothpaste,Health,West,9,313.32,201.6,0
2021-10-02,Soap,Health,East,2,51.36,30.24,0
2021-10-02,Facewash,Health,South,2,62.81,35.55,0
2021-10-02,Lotion,Beauty,West,8,251.89,168.45,0
2021-10-02,Facewash,Health,North,14,164.89,124.72,0
2021-10-02,Soap,Beauty,South,9,85.26,57.1,0
2021-10-02,Facewash,Health,West,13,285.79,225.97,1
2021-10-03,Shampoo,Health,South,13,368.62,249.19,0
2021-10-03,Toothpaste,Health,South,5,134.12,91.66,0
2021-10-03,Soap,Personal Care,North,12,203.73,125.13,0
2021-10-03,Soap,Personal Care,North,4,108.55,80.6,0
2021-10-03,Facewash,Beauty,West,14,124.65,87.0,1
2021-10-03,Serum,Beauty,West,6,215.04,157.12,0
2021-10-03,Serum,Beauty,West,10,253.13,142.85,0
2021-10-03,Lotion,Personal Care,East,13,472.18,296.95,1
2021-10-03,Toothpaste,Personal Care,South,4,111.5,84.08,0
2021-10-03,Soap,Health,North,11,104.41,79.32,0
2021-10-03,Serum,Beauty,North,14,261.29,147.34,0
2021-10-03,Toothpaste,Health,West,9,254.27,172.24,0
2021-10-03,Toothpaste,Personal Care,North,8,259.14,143.29,1
2021-10-03,Facewash,Beauty,East,3,103.56,70.24,0
2021-10-03,Facewash,Health,North,1,8.4,6.42,0
2021-10-03,Soap,Personal Care,South,4,92.78,62.86,0
2021-10-03,Serum,Personal Care,West,10,289.7,179.41,1
2021-10-03,Conditioner,Beauty,West,9,78.26,51.99,0
2021-10-03,Lotion,Health,North,6,169.0,107.29,0
2021-10-03,Toothpaste,Health,East,3,116.8,67.38,0
2021-10-03,Serum,Beauty,West,11,213.61,123.34,0
2021-10-03,Conditioner,Health,South,7,79.47,59.07,0
2021-10-03,Shampoo,Beauty,East,1,26.28,19.72,0
2021-10-03,Lotion,Health,North,2,34.81,22.25,0
2021-10-03,Shampoo,Personal Care,West,9,79.44,52.94,0
2021-10-03,Lotion,Beauty,West,3,99.37,73.15,0
2021-10-03,Conditioner,Beauty,East,14,314.05,190.13,1
2021-10-03,Serum,Personal Care,West,2,42.77,29.35,0
2021-10-03,Toothpaste,Beauty,North,11,74.24,52.94,0
2021-10-03,Lotion,Beauty,North,12,161.62,92.43,0
2021-10-03,Lotion,Beauty,North,2,38.66,30.17,0
2021-10-03,Serum,Health,North,8,212.17,126.06,0
2021-10-03,Lotion,Personal Care,South,1,14.7,8.99,0
2021-10-03,Soap,Beauty,North,6,154.58,118.91,0
2021-10-03,Toothpaste,Health,East,7,143.12,102.72,0
2021-10-03,Lotion,Health,East,9,263.9,154.42,0
2021-10-04,Lotion,Health,West,11,207.32,135.98,1
2021-10-04,Lotion,Personal Care,East,10,183.86,126.37,1
2021-10-04,Lotion,Health,West,9,355.47,220.34,0
2021-10-04,Conditioner,Beauty,North,4,104.32,79.82,0
2021-10-04,Serum,Beauty,West,3,55.83,35.12,0
2021-10-04,Serum,Health,West,14,202.92,127.38,0
2021-10-04,Facewash,Beauty,West,1,10.29,6.02,0
2021-10-04,Toothpaste,Beauty,North,9,102.06,57.72,0
2021-10-04,Serum,Health,North,1,9.86,7.52,0
2021-10-04,Serum,Personal Care,North,11,334.96,217.35,0
2021-10-04,Toothpaste,Health,North,14,173.84,117.85,1
2021-10-04,Serum,Beauty,West,13,157.19,89.53,1
2021-10-04,Conditioner,Beauty,West,3,52.11,38.74,0
2021-10-04,Soap,Beauty,South,14,74.68,46.38,0
2021-10-04,Lotion,Beauty,West,1,10.57,6.79,0
2021-10-04,Serum,Beauty,North,7,112.77,73.67,0
2021-10-04,Serum,Beauty,West,2,60.43,47.49,0
2021-10-04,Lotion,Beauty,East,5,39.13,26.14,1
2021-10-04,Conditioner,Beauty,East,7,136.51,90.36,0
2021-10-04,Conditioner,Personal Care,West,14,280.8,196.45,0
2021-10-04,Lotion,Personal Care,West,8,212.93,124.25,0
2021-10-04,Serum,Beauty,West,4,159.05,99.22,0
2021-10-04,Conditioner,Beauty,South,3,79.63,44.21,0
2021-10-04,Toothpaste,Health,West,10,291.95,230.06,0
2021-10-04,Soap,Beauty,West,9,282.6,168.59,0
2021-10-04,Soap,Health,South,6,37.5,29.98,0
2021-10-04,Facewash,Beauty,West,3,27.92,19.53,0
2021-10-04,Toothpaste,Health,North,10,114.53,87.72,0
2021-10-04,Lotion,Personal Care,North,14,415.28,245.17,1
2021-10-04,Serum,Beauty,North,5,80.15,62.38,0
2021-10-04,Shampoo,Beauty,South,3,89.24,66.98,1
2021-10-04,Conditioner,Personal Care,South,3,93.33,52.14,0
2021-10-04,Lotion,Beauty,West,13,504.55,361.11,1
2021-10-04,Facewash,Personal Care,West,7,120.86,75.45,0
2021-10-04,Serum,Health,North,5,167.89,96.98,0
2021-10-04,Toothpaste,Health,West,13,485.08,387.15,0
2021-10-04,Soap,Beauty,South,10,140.26,77.18,0
2021-10-04,Toothpaste,Health,West,1,9.44,6.68,1
2021-10-04,Serum,Personal Care,North,12,385.35,299.9,0
2021-10-04,Serum,Personal Care,East,11,374.88,227.68,1
2021-10-04,Lotion,Personal Care,West,10,166.92,101.36,0
2021-10-04,Toothpaste,Personal Care,East,3,92.99,74.0,0
2021-10-04,Facewash,Health,East,6,35.29,24.39,0
2021-10-04,Lotion,Health,South,6,60.29,40.19,0
2021-10-04,Facewash,Health,East,1,5.02,3.94,0
2021-10-04,Facewash,Personal Care,North,13,413.14,246.65,0
2021-10-04,Conditioner,Health,West,14,394.44,289.91,0
2021-10-04,Lotion,Health,South,12,107.0,66.1,1
2021-10-04,Lotion,Personal Care,West,9,359.96,202.4,0
2021-10-04,Lotion,Personal Care,West,12,288.78,161.48,0
2021-10-04,Shampoo,Personal Care,North,14,254.11,187.77,0
2021-10-04,Serum,Personal Care,South,8,76.51,55.83,0
2021-10-04,Soap,Personal Care,West,8,240.3,140.97,0
2021-10-04,Serum,Personal Care,South,8,273.49,215.31,1
2021-10-04,Shampoo,Beauty,South,6,86.64,67.71,0
2021-10-04,Lotion,Personal Care,West,14,192.7,134.65,0
2021-10-04,Conditioner,Health,North,14,289.34,161.49,0
2021-10-05,Facewash,Personal Care,South,6,161.01,108.27,0
2021-10-05,Facewash,Health,East,3,18.85,12.63,0
2021-10-05,Soap,Beauty,North,14,95.17,63.1,1
2021-10-05,Facewash,Beauty,West,3,16.99,10.72,0
2021-10-05,Toothpaste,Beauty,North,7,200.71,131.33,0
2021-10-05,Serum,Beauty,West,8,315.26,207.63,1
2021-10-05,Toothpaste,Beauty,East,10,128.91,87.39,0
2021-10-05,Soap,Beauty,East,5,44.08,24.65,0
2021-10-05,Toothpaste,Health,North,4,81.85,64.86,0
2021-10-05,Conditioner,Beauty,West,5,150.4,112.28,0
2021-10-05,Toothpaste,Beauty,East,9,283.82,199.18,0
2021-10-05,Soap,Health,South,11,93.07,57.69,0
2021-10-05,Conditioner,Personal Care,South,11,132.08,76.08,0
2021-10-05,Facewash,Health,West,1,27.43,15.72,0
2021-10-05,Toothpaste,Beauty,East,3,98.96,57.61,0
2021-10-05,Lotion,Health,South,14,522.08,406.46,0
2021-10-05,Soap,Personal Care,South,9,161.22,101.75,0
2021-10-05,Conditioner,Health,West,2,55.76,37.79,0
2021-10-05,Conditioner,Health,East,13,220.09,165.95,0
2021-10-05,Soap,Health,East,6,123.87,76.18,0
2021-10-05,Lotion,Personal Care,South,12,143.57,80.88,1
2021-10-05,Conditioner,Health,South,10,73.96,45.23,1
2021-10-05,Shampoo,Beauty,South,8,161.62,123.94,0
2021-10-05,Serum,Personal Care,North,13,289.34,209.47,0
2021-10-05,Toothpaste,Beauty,East,5,93.67,70.62,0
2021-10-05,Facewash,Beauty,South,1,39.27,23.55,0
2021-10-05,Lotion,Personal Care,West,11,119.79,70.74,0
2021-10-05,Conditioner,Personal Care,East,13,304.24,194.78,1
2021-10-05,Lotion,Health,North,10,53.29,35.47,0
2021-10-05,Toothpaste,Beauty,West,5,196.42,143.47,1
2021-10-05,Facewash,Beauty,North,2,74.59,47.34,0
2021-10-05,Soap,Health,South,11,416.25,266.2,0
2021-10-05,Conditioner,Personal Care,North,9,61.13,45.36,0
2021-10-05,Toothpaste,Health,South,2,57.67,39.69,0
2021-10-05,Conditioner,Personal Care,South,10,199.12,129.44,0
2021-10-05,Serum,Health,East,11,284.26,184.6,0
2021-10-05,Soap,Health,East,9,103.98,59.19,0
2021-10-05,Shampoo,Personal Care,West,4,94.33,72.31,0
2021-10-05,Facewash,Personal Care,East,4,82.67,61.17,0
2021-10-05,Serum,Beauty,West,4,158.68,106.56,0
2021-10-05,Conditioner,Health,West,14,120.91,86.8,0
2021-10-05,Conditioner,Personal Care,East,4,103.82,73.07,0
2021-10-05,Facewash,Beauty,South,10,130.49,74.18,0
2021-10-05,Toothpaste,Beauty,West,7,112.77,68.37,0
2021-10-05,Conditioner,Personal Care,West,3,50.36,37.28,1
2021-10-05,Shampoo,Beauty,North,1,33.51,24.21,0
2021-10-05,Toothpaste,Beauty,East,6,35.74,26.33,0
2021-10-05,Toothpaste,Health,East,12,79.38,56.46,0
2021-10-05,Lotion,Personal Care,South,10,316.5,190.62,0
2021-10-05,Facewash,Health,West,6,118.48,89.96,0
2021-10-05,Lotion,Beauty,West,13,402.06,253.29,0
2021-10-05,Soap,Beauty,East,3,114.39,88.61,0
2021-10-05,Serum,Beauty,East,4,128.47,74.23,0
2021-10-05,Facewash,Beauty,East,9,216.42,143.65,0
2021-10-05,Shampoo,Personal Care,East,7,69.75,40.79,0
2021-10-05,Facewash,Health,North,12,163.31,130.43,0
2021-10-05,Facewash,Personal Care,South,9,253.46,179.91,1
2021-10-05,Facewash,Beauty,North,6,76.95,50.28,0
2021-10-05,Conditioner,Personal Care,West,7,164.31,98.63,0
2021-10-06,Lotion,Health,South,5,66.5,47.91,1
2021-10-06,Soap,Personal Care,East,7,102.32,68.23,1
2021-10-06,Conditioner,Personal Care,East,1,8.4,5.27,0
2021-10-06,Serum,Health,West,13,513.09,401.12,0
2021-10-06,Facewash,Beauty,South,10,235.49,143.51,0
2021-10-06,Lotion,Personal Care,East,5,74.75,53.02,1
2021-10-06,Conditioner,Personal Care,East,14,507.57,377.08,0
2021-10-06,Conditioner,Personal Care,North,7,107.53,79.69,0
2021-10-06,Lotion,Beauty,East,6,155.11,95.38,1
2021-10-06,Toothpaste,Health,North,8,106.13,62.43,0
2021-10-06,Soap,Health,East,5,109.15,77.5,0
2021-10-06,Lotion,Health,South,12,91.43,52.98,1
2021-10-06,Serum,Personal Care,West,5,33.29,26.63,1
2021-10-06,Soap,Beauty,West,14,330.22,212.72,0
2021-10-06,Toothpaste,Health,West,13,414.46,313.15,0
